tau_xs,tau_us,tau_ds,disturbance_0,disturbance_1,disturbance_2,disturbance_3,disturbance_4,disturbance_5,disturbance_6,disturbance_7,disturbance_8,disturbance_9,disturbance_10,disturbance_11,disturbance_12,disturbance_13,disturbance_14,disturbance_15,disturbance_16,disturbance_17,disturbance_18,disturbance_19,disturbance_20,setpoint_change
0.6391963650868431,1.5968150952725564,0.49245515035333515,0.493292420985183,-1.7199067977878175,-1.7200273983189867,-2.2095819391590026,1.8308807288746758,0.5055750587160439,1.0403628889802272,-2.3970775285209878,2.3495492608099715,1.662213204002109,-1.4383044466086192,-1.590875163964497,-1.582977450732831,-0.9787887852023114,0.12378215816118932,-0.3402749067894213,-1.0438542990097903,0.5592644736118975,-1.8025306967397907,-1.0392767573239092,-0.6681907835315415,-0.20207807260163468
0.508540663048167,2.1057162791133077,0.16263347515292192,0.46207284431021245,-2.2677479364000113,0.5377242595071916,-1.6473793815635425,-2.1747420350736024,2.2444276862666666,2.328160165372797,1.5419867405823053,-0.9769311541331467,-2.0116394299680804,0.9211651325607844,-0.29923753130199326,-1.8898088257761059,-0.024115449443649073,-2.328057394423908,2.0466020103939107,-1.2061000919999154,0.8126114217699101,-0.9414446195529451,0.10034010588905407,0.23355139671639824,-1.4496695045825754
0.24442679104045423,0.9571823219594451,0.16199683972715348,-0.7076713572786368,-1.9206547023743514,1.8155171293779677,0.6164906341377896,-0.8455098757367541,-2.1822082485698817,-0.945088391421689,-0.8740833898662648,1.1480308916903201,0.6877873567760657,1.9360637128816327,-0.13892537419025341,-1.9020287703084915,1.0662239361149748,1.3039252430844872,0.3063859878474813,1.3548358997728052,-0.031022018178046284,0.1136641469099704,-0.36229490820725196,-2.372904366279524,-1.8036994358307994
0.38861358864579604,0.4374688231975436,0.22611335799281804,0.042853455823514075,2.0378323696304648,-1.2535388542556252,-0.44808538482185156,1.2777556927152434,-1.3560091725418877,-2.115100450856035,-1.0512427354311598,-1.693893563729978,2.148488261712865,1.5406018978220848,0.6670187825521174,1.857302950938589,1.5183603844955726,-1.567149705569821,1.962794992449889,0.1967112095782535,1.5372007758203123,1.9804564996174658,-0.9099826251406806,-1.9497403773616162,-1.2514982523070681
0.7164383499538061,1.9404239472970624,0.49492195947197726,-2.4652393473440464,0.05373651288782888,-0.41294498425610504,-1.3894609476463486,-1.9006731633315859,-0.8119241429818602,2.2145485195625962,-0.8839853398962239,0.0939531087168306,1.015094794475889,-0.6818519881035301,2.3589104136048036,2.3122364747105557,-1.2410885208731792,-0.013757470538072525,-0.9956084509161518,-1.075797528112662,-2.3155652632273362,0.5478216698994842,0.01339511614430755,-2.2426062437500534,-1.0182262645115874
0.28693692325473386,1.32939699852076,0.09863087575318759,-0.052736198612184815,2.4282522705530036,-1.2897236424424978,0.860677737029393,1.3080980766435877,-1.3118122800380017,1.1410817430592979,-0.661084336403734,0.6615291529678973,0.6676485538044736,0.1788734203737925,-2.0485511497279587,1.67651247794619,-0.8960996751413208,-1.5674074480007287,-2.2961242922261804,0.4544647159412092,0.8878218092114123,-2.4170608553607194,0.060465291496405005,-1.3675211240103102,0.6677948358834693
0.4320412077803225,0.7333751381149559,0.26551638647854064,2.1836499436836725,-1.8123952792700337,-0.7946682447487075,-1.9326323937970546,2.123468091392814,1.8866967669049046,-1.210291861424222,0.799920230170895,1.5861110010060795,0.27600405799731176,0.14825289178003231,-1.2907385454977416,-2.034486160970504,1.9860787897666334,2.002090285816652,0.6655072863663398,-0.8048510447564965,-0.7539521269366956,1.129778394351197,1.9855512997628857,1.9354321213255865,1.2874275109450695
0.29697722845676827,1.059652343882516,0.07438803785536113,1.9927709426353966,0.5321452982979498,-2.454014741916852,-1.9926422856698394,0.8175088455402788,-2.4746920807689063,-1.6959597429125068,0.24366894683293072,0.959475988463466,0.7598062975130029,-1.378653452697201,1.0608961067376792,-1.3137545625159996,-0.8730015092036614,1.2324570255901208,0.7481644952360735,1.7461170524708898,0.7880644615017167,0.34154301667735787,-2.0316261608595374,-0.6614209847028323,-1.0800691086640628
0.43585863480005627,0.861238606274296,0.3416287581842791,1.9602327758855669,0.6556931299863145,1.474056517708242,0.01318546552596045,0.38451942313179543,-0.03741153090568039,-1.5237850610097774,1.1122605763075266,-1.096138187795721,-2.378420167842731,0.7273614795358392,-1.6144466029647553,2.2022929217645713,2.269642885012937,2.0743219511022426,-0.6492064987227781,-2.422716917355663,2.141592812938627,-0.35907925841342836,2.333274095218348,2.318099885446264,1.6238434951498562
0.7106820029101142,1.547720116392823,0.306345615629394,-0.9153899742186118,-1.6525362665695376,0.2840063122917509,2.180773870803905,0.9801489833748649,0.3503058504468246,-2.0141175311461574,0.5750361334958489,2.450269250521316,-1.79957992381738,0.0916482618186838,1.8868653596397769,1.203843088771022,0.9850787049763401,1.0124204199355464,-0.7025442439012242,-1.0320407786775332,1.546805777392568,1.5505669733959042,1.8353615929005187,2.066202762782357,0.05217503476031382
0.5899783584666591,1.7735133996020003,0.40058179924853143,1.0098343862885168,1.478963347180505,1.9500267090878314,-0.810024215742321,-0.62208523680028,-2.030090300795655,0.3914007049808701,-2.3202886310162896,-0.17200990933769944,0.2132231735378829,-1.067293739358578,0.45416630284505377,-2.347498750304753,-2.313259056253928,1.6130028032982917,-0.6990467929436854,-1.8646974367405762,0.11121630027402185,1.3499677654930542,-1.4208948625157842,0.6144523790950012,-1.907401661028667
0.524381072966064,0.6327847385625738,0.27205560168952864,0.687149507491033,1.1304566686133075,2.379260397312673,0.08150174150597644,-0.8852176352937702,1.4759309738435182,-1.145838743689629,-0.30514289647181947,-2.1077180932886703,-2.3732462829227123,2.3132420733896257,1.6799006025610295,0.9798710304684901,-0.4552352779286508,-1.6335283996457712,-1.7178147866445697,-1.2487855091770235,0.24613332353060224,1.0729796135003116,0.8009868835886564,-1.1003305152702858,2.0923802910506923
0.5670324477406115,2.240678427157618,0.30200853073440254,-0.40199968786105034,-1.2613450524942127,-0.7201366067436921,1.2892305523218455,-2.4280325568512207,-1.9196367974654187,-2.2699867898912363,-2.2963559884051494,1.7773029200550363,1.0182892969001185,-0.1291308545633738,-2.0108291967449925,-0.041920624415838326,-0.1326411460971717,-1.633990650449924,-0.33074175381013493,-0.5074763280131327,0.5792504902610824,0.6754682543382189,-2.2734799511397776,-0.6269369268676439,0.5789556122854873
